序号,Unit,单词,真题词频,完整释义（保留红色）,标红释义
1994,25,disrupt,0,vt.扰乱，破坏，分解。adj.混乱的，瓦解的，中世的【解】vt.使中断,扰乱；使中断
1995,25,dissipate,0,v.消散，驱散，浪费，挥霍,挥霍
1996,25,distance,0,n.距离，间隔,臣离；间隔
1997,25,distant,0,adj.远的，久远的【解】adj.遥远的，远亲的,遥远的；远亲的
1998,25,distill / distil,0,vv蒸馏，提取…的精华，滴下，渗出，凝成水滴,蒸馅；提取…的精华
1999,25,distress,0,n.苦恼，危难;不幸,危难；不幸
2000,25,district,0,n.地区，行政区,地区；行政区
2001,25,disturb,0,vt.扰乱，妨碍,扰乱
2002,25,disturbance,0,n.动乱，了骚乱,动乱；骚乱
2003,25,eve,0,n.（（节日的)前夜，前夕，傍晚，黄昏,前夜；前夕
2004,25,even,0,adv.甚至(…也)，连(…都)v(out/up)使相等，拉平adj.平的，平坦的，双数的，偶数的;均匀的,甚至(…也)；均匀的
2005,25,event,0,n.事件，事情,事件
2006,25,eventually,0,adv.终于，最后,终于；最后
2007,25,ever,0,adv.在任何时候，曾经，总是;究竟,在任何时候；曾经；究竟
2008,25,for,0,prep.往，向，对于，供;达，计，蔡，代表;狗成conj.由于，因为,向；代表；赞成；因为
2009,25,forbid,0,vt.(forbade，forbidden)不许，禁正,不许；禁止
2010,25,forehead,0,n.额，前额,前额
2011,25,foreign,0,adj.外国的，对外的，外交的;外来的，外国产的，异质的;(to)无关的,外国的；外交的
2012,25,a,0,不相干的,
2013,25,foreigner,0,n.外国人,外国人
2014,25,look,0,v.看，望，注视n.看，望，外表，样子，脸色【解】v.好像，显得;（一for)寻找,看；注视；外表；脸色；好像；显得;(一for)寻找
2015,25,loom,0,n.织布机，织机vi.隐现，迫近,织布机；隐现；迫近
2016,25,loop,0,n.圈，环;循环，回路,团；环
2017,25,loose,0,adj.松的，宽松的,松的；宽松的
2018,25,loosen,0,v.放松;解开，松开,放松；解开
2019,25,lord,0,n.上帝，主，领主，君主，贵族,上帝；君主；贵族
2020,25,lorry,0,n.卡车，运货汽车,卡车；运货汽车
2021,25,lottery,0,mn彩票，磁运气的事，难于算计的事,彩票
2022,25,moan,0,n.唱吟声，鸣咽声；不满，牢骚v唱吟，鸣咽，悲叹，哀悼，抱怨,悲叹；抱怨
2023,25,mob,0,n.（（集合名词)暴徒，乌合之众，(盗贼等的)一群vt.成群暴动，聚众滋扰，团团围住某人,暴徒；成群暴动
2024,25,mobile,0,adj.可动的，活动的，运动的,可动的；活动的
2025,25,mobilise / -ize,0,v.动员，调动，鼓动起,调动
2026,25,module,0,n.模数，模块，登月舱，指令舱,模块
2027,25,mould / mold,0,n.模子，铸型v浇铸，造型，塑造【解】n.霉菌,塑造；霉菌
2028,25,pretext,0,n.借口，托词,借口；托词
2029,25,pretty,0,adj.漂亮的，秀丽的adv相当地，颇,漂亮的；相当地
2030,25,prevail,0,vi.流行，盛行，(over，against)占优势，占上风,流行；盛行
2031,25,prevalent,0,adj.流行的，普遍的,流行的；普遍的
2032,25,rhetoric,0,n.华而不实的言语，花言巧语，修辞技巧，修辞（学),华而不实的言语；花言巧语
2033,25,rhythm,0,n.节奏，韵律,节奏；韵律
2034,25,rib,0,n.肋骨，肋状物，罗纹vv嘲笑，逗弄,逗弄
2035,25,ribbon,0,n.级带，丝带，带，带状物【解】n.绥带,绥带
2036,25,rid,0,vt.(of)使摆脱，使去掉,使摆脱；使去掉
2037,25,riddle,0,n.谜，谜语【解】v.使布满宣宁,使布满写作
2038,25,ridge,0,n.岭，山脉，屋将，鼻梁,山脉
2039,25,ridiculous,0,adj.可笑的，荒唐的，荒廖的,可笑的；匾雇的
2040,25,rigid,0,adj.刚性的，坚硬的，严格的，苛严的,严格的
2041,25,rigorous,0,adj.严格的，严厉的，严酷的，严峻的,严格的；严厉的
2042,25,rim,0,n.（（圆物的)边，轮缘，边界,边；边界
2043,25,riot,0,vi.双乱，放纵，挥霍mn暴乱，骚动,骚乱；暴乱
2044,25,static,0,adj.静止的，静态的;不变的停滞的n.静电，静电于扰;抱怨，指责;愤慨,静态的；停滞的；闪电
2045,25,station,0,n.火车站;所，局，站；电台，电视台；身份，地位vt.安置，驻扎,所；局；站；电台；电视台
2046,25,stationary,0,adj.固定的，静止的，非流动的,项止的
2047,25,stationery,0,n.文具，信纸，信答,文具；信纸
2048,25,steak,0,n.（供煎、烤等的)肉，鱼，肉片，鱼片，牛排,（供煎、烤等的)肉；牛排
2049,25,steam,0,"Vv燕发，燕，(千燕汽)行驶n汽,薪",忒；蒸汽
2050,25,steep,0,adj.陡峭的，险峻的【解】adj.急剧的,陡峭的；急剧的
2051,25,stereotype,0,n.模式化的形象，老一套，成见，[印]铅版v对…形成模式化的看法，对…有成见,模式化的形象；成见；对…有成见
2052,25,steward,0,n.乘务员，服务员;管家,管家
2053,25,transcend,0,vt.超越，胜过,超越；胜过
2054,25,transistor,0,n.晶体管，晶体管收音机,晶体管
2055,25,transit,0,mn运输，运送，搬动，载运，通过，经过，通行，过境，中转，交通运输系统,运输；中转
2056,25,transition,0,"n.过渡，转变,变革,变和还",过渡；转变
2057,25,translate,0,v（（使)翻译，把…解释为;（使)转变，变为,（使)翻译；(使)转变
2058,25,transparent,0,adj.透明的，易识破的，显而易见的,透明的
2059,25,intact,0,adj.原封不动的，未受损伤的,原封不动的；未受损伤的
2060,25,interface,0,n.界面，分界面接口;（两学科等的)相接触并相互影响之处,界面
2061,25,interfere,0,vi.（with)妨碍，王扰:(with，in，between)介入，王涉，扰乱,妨碍；于扰；介入；干涉
2062,25,interference,0,n.干涉，王预，介入，无线电信号的干扰,于涉；干预
2063,25,intervene,0,vi.进入，介入;干涉，调停，干扰，阻挠,介入；干涉；调停
2064,25,contemplate,0,v.凝视，注视，打量；冥思（某事物)(尤指一种宗教仪式)，沉思，考虑;盘算，预料，估计,沉思；考虑
2065,25,contrive,0,v.设计，想出，谋划，策划（坏事、恶事)，(一般后接不定式)设法做到,谋划；策划
2066,25,convenience,0,n.便利，方便;便利设备,便利；方便；便利设备
2067,25,convenient,0,adj.便利的，方便的，附近的,便利的；方便的
2068,25,conversation,0,"mn会谈,谈话",
2069,25,conversely,0,adv.相反地,相反地
2070,25,conversion,0,n.变换，转化,变换；转化
2071,25,convert,0,v(to/into)转变，转化,转变；转化
2072,25,convict,0,vt.[律](经审讯)证明…有罪，宣判…有罪，使深感有罪，使服罪,宣判…有罪
2073,25,conviction,0,n.深信，确信；宣告有罪，定罪，服罪,深信；定罪
2074,25,convince,0,vt.（of)使信服，使确信,使信服；使确信
2075,26,lively,0,adj.活泼的，活跃的，棚棚如生的，生动的,活泼的；生动的
2076,26,liver,0,n.肝，肝脏,肝；肝脏
2077,26,living,0,adj.活的，活着的n.生活，生计,活的；活着的；生活；生计
2078,26,loaf,0,vi.游功，闲逛n.一条（（块)面包,游葛；闲壹；一条（块)面包
2079,26,loan,0,n.贷款;借出vt.借出,贷款；借出
2080,26,lobby,0,n.门克，门厅，(会议)休息厅【解】n.游说团体游说,游说团体；游说
2081,26,locomotive,0,n.火车头，机车adj.运动的，移动的，运载的,机车；移动的
2082,26,lodge,0,n.门房，传达室，小屋v住宿，投宿，贸宿,小屋；投宿；究宿
2083,26,lofty,0,adj.（指思想、目标等)高尚的，崇高的;高傲的，骄做的，做慢的;高答的，极高的（不用于指人),崇高的；高做的；高答的
2084,26,log,0,n.原木，木材，航海日志【解】v.登录，记载，伐木,登录；记载；伐木
2085,26,long,0,adj.长的，远的，久的adv长久地，长期地v(for)渴望，极想,长的；长久地；长期地；渴望
2086,26,longitude,0,n.经度,经度
2087,26,discount,0,vt.把(价格、费用等)打折扣，削价出售n.(价格等的)折扣【解】v.不重视,不重视
2088,26,discourage,0,vt.使油气，使失去信心【解】v.阻目,使泄气；使失去信心；阻止
2089,26,discreet,0,adj.小心的，慎重的，有智谋的,慎重的
2090,26,discrete,0,adj.分离的，互不相连的，不相关的,分离的；不相关的
2091,26,discretion,0,n.自行决定的自由，自行决定权，谨慎，慎重，审慎,自行决定权；谨慎
2092,26,discrepancy,0,n.了矛盾，差异，不符，不一臻,差异；不符
2093,26,disguise,0,vt./n.假装，伪装,伪装
2094,26,disgust,0,n.厌恶，反感v使反感，使厌恶,反感；使反感；使厌恶
2095,26,dislike,0,vt./n.不喜欢，厌恶,不喜欢；厌恶
2096,26,dismay,0,n.惊慌，惊收;温丧，灰心vt使惊情;使诅形，使失望,惊慌；浊丧；使泪丧
2097,26,disposal,0,n.处理，处置【解】n.清除,处理；清除
2098,26,dispose,0,v.布置，整理，安排，处理,布置；安排
2099,26,disposition,0,n.性情，素质，气质，意向，倾向安排，处理，支配权，布置,性情；倾向
2100,26,estate,0,n.地产，房地产；遗产【解】n.住宅区，工业区,地产；住宅区；工业区
2101,26,esteem,0,v.习尊重，尊敬，把…看作，认为nm.尊重，看重,尊重；尊敬
2102,26,eternal,0,adj.永恒的，永存的，永久的,永恒的；永久的
2103,26,evacuate,0,沙杖散;撒离,玻散；撤离
2104,26,evade,0,v.心躲开，避开;逃避(责任);回避(答复问题),避开；逃避；回避（答复问题)
2105,26,evaporate,0,v（（使)蒸发，(使)挥发;（使)消失,（使)消失
2106,26,fond,0,adj.（of)喜爱的，爱好的,喜爱的；爱好的
2107,26,fool,0,n.策蛋，傻瓜。v.玩弄，昌大,愚乔
2108,26,foolish,0,adj.愚笨的，昌大的,愚笨的；愚蠢的
2109,26,foot,0,n.(feet)脚，足，底部v走，踏;付账，总计【解】n.英尺,脚；足；英尺
2110,26,footstep,0,n.脚步（声)，足迹,脚步（声)；足迹
2111,26,mist,0,n.落雾【解】n.（常作复数)难以透彻了解的事物,薄雾；难以透彻了解的事物
2112,26,mistake,0,n.错误，过失，误解vt.弄错，误解;(for)把…误以为,错误；过失
2113,26,mistress,0,n.女主人，主妇，情妇，情人,女主人；情妇
2114,26,misunderstand,0,vt.误解，误会,误解；误会
2115,26,nuisance,0,n.讨厌的人或东西;麻烦事【解】n.妨害行为，妨害罪,讨厌的人或东西；麻烦事；妨害行为；妨害罪
2116,26,numb,0,adj.麻木的，失去感觉的vt.使麻木，使失去感觉,麻木的；使麻木
2117,26,numerical,0,"adj.,数字的，用数字表示的",数字的；用数字表示的
2118,26,numerous,0,adj.许多的，众多的，大批的,许多的；众多的
2119,26,nursery,0,n.托儿所，保育室，苗围，繁殖场,托儿所；保育室
2120,26,nurture,0,vt.养育，教养，教育（儿童)，培育，培养（某物)，滋养:扶植(某物);支持n.养(教)育；营养品，照顾，鼓励，支持,养育；培养(某物)；养(教)育
2121,26,nut,0,n.坚果；螺母，螺帽，难题【解】n.傻子，怪人,螺母；余子；怪人
2122,26,nutrition,0,n.营养,营养
2123,26,ought,0,v(to)应当，应该，本应，本当,应该
2124,26,outbreak,0,n.爆发,爆发
2125,26,outdoor,0,adj.室外的，野外的,室外的
2126,26,outfit,0,n.装配，供给,装配
2127,26,outing,0,n.外出，旅行，散步,旅行
2128,26,outskirts,0,n.郊区,郊区
2129,26,outstanding,0,adj.突出的，显著的,显著的
2130,26,retail,0,n.零售,零售
2131,26,retain,0,vt.保留，保持【解】v.继续拥有,保留；保持；继续拥有
2132,26,retention,0,n.保持，保留，记忆力，记性,保持；保留
2133,26,retire,0,"v.退休，引退，撤退，退却，就罕,合胃休",退休
2134,26,retort,0,v.反驭，反击nm.反驱,反驭
2135,26,retreat,0,vin.撤退，退却【解】n.基修期间；静养所,撤退；关修期间；静养所
2136,26,retrieve,0,v.重新得到，恢复，补偿，更正，抒救，想起（忘记的事情)n.找回，恢复，挽回【解】v.检索,检索
2137,26,retrospect,0,n.回顾，追溯v追忆,回顾
2138,26,revolt,0,vv反抗，反叛，违抗nm'反抗，反叛，叛乱,反抗；叛乱
2139,26,revolution,0,n.革命，旋转，转数,革命
2140,26,revolutionary,0,n.革命者adj.革命的，革新的,革命的
2141,26,revolve,0,vt.（使)旋转【解】v.环绕，转动,环绕；转动
2142,26,stalk,0,n.茎，柄，柱，秆，轴【解】v.跟踪，妈气冲冲或趾高气扬地走,跟踪；怒气剖冲或趾高气扬地走
2143,26,stain,0,"V焉污，污染染色。n.污点，污迹,焉并",染色
2144,26,stake,0,n.桩，树桩赌注，利害关系;股份，股本,赌注；利害关系；股本
2145,26,stale,0,adj.（食品等)不新鲜的，走味的:（空气等)污浊的，陈腐的，过时的,不新鲜的；陈腐的
2146,26,stall,0,n.马翌，午售，货摊vv（（使)熄火，(使)停止,货摊
2147,26,staple,0,n.订书钉，主要产品（或商品)，主要成分adj.主要的，大量生产的v用订书钉钉,主要产品（或商品)
2148,26,stamp,0,n.邮票，印，图章，标志，痕迹，踪脚，踩踏。v.盖印，盖章，踪脚，踩踏【解】n.特点，类型,邮票；类型
2149,26,stare,0,vi(at)凝视，盯,凝视；上
2150,26,tragedy,0,n.悲剧，悲惨的事,悲剧；悲惨的事
2151,26,tragic,0,adj.悲剧的，悲惨的，悲哀的,悲惨的
2152,26,tram,0,n.（英)有轨电车,有轨电车
2153,26,bow,0,v.朝躬，点头nm鞠躬，点头;弓（形)，蝴蝶结,弓（形)
2154,26,bowel,0,n.肠;（某处的)最深的或最靠里面的部分，同情心，怜悦心,肠
2155,26,bowl,0,n.碗（（状物)，钴,碗（状物)
2156,26,boycott,0,v（联合起来)抵制，拒绝参加n.联合起来抵制,（联合起来)抵制；拒绝参加
2157,26,contact,0,n.Avt.接触，联系，交往,接触；联系；交往
2158,26,contagious,0,adj.（疾病)接触传染的，患接触传染病的;（感情、态度、行动)富于感染力的，会蔓延的,接触传染的；富于感染；力的
2159,26,contain,0,vv包含，容纳，相当于，折合，控制，抑制（感情等),包含；容纳
2160,26,contaminate,0,v.污染，若污，毒害,污染
2161,26,contingent,0,n.（（志趣相投、尤指来自同一地方的)一组与会者，代表团;（军队的)分遣队，小分队adj.(on/uponsth)依情况而定的,依情况而定的
2162,27,bump,0,v(against，into)碰，撞，颠艇着行进n.碰撞；隆起物，肿胀，肿块,碰；撞；肿块
2163,27,burn,0,n.烧伤，灼伤v(burnt，burnt)燃烧，烧筑，烧伤,燃烧；烧毁
2164,27,burst,0,v_(burst，burst)爆炸，爆裂，突然发生，突然发作nm爆炸，爆发,突然发生；爆发
2165,27,bury,0,v.埋（（硬)，安非;埋藏，遮盖,埋（例)；埋藏；遮盖
2166,27,crime,0,n.罪，罪行,罪行
2167,27,criminal,0,n.罪犯犯人adj.犯罪的，刑事的，不道德的,罪犯；犯罪的
2168,27,cripple,0,n.跨子，伤残人（或动物)vt.使颈，严重削弱,跨子；伤残人【或动物)；使跨
2169,27,crisp,0,adj.脆的，易碎的【解】adj.（（纸张等)挺括的;（指空气、天气)干冷的;（指态度、说话方式等)王脆的v（使)变脆,挺括的；干冷的；干脆的；（使)变脆
2170,27,criterion,0,n.标准,标准
2171,27,crop,0,n.作物，庄稼;（谷类等的)收成;收获量，一批，大量,作物；庄稼；收成；一批；大量
2172,27,cross,0,n.十字架，十字（形)adj.相反的，反向的，易怒的，发怒的v越过，穿过，交又，相交,越过；穿过
2173,27,crow,0,n.乌鸦v鸡啼，鸡叫【解】v(一over)（（因成功等而)自鸣得意,（因成功等而)自鸣得意
2174,27,crowd,0,v.育集，群集，挤满，拥挤nm人群，一群,育集；群集；挤满；人群；一群
2175,27,crown,0,n.王冠，皇冠vt.加冕【解】n.王国,王冠；王国
2176,27,exquisite,0,adj.优美的，精致的，感觉强烈的，剧烈的，微妙的，细腻的,精致的；剧烈的
2177,27,exterior,0,adj.外部的，外面的，外表的,外部的；外表的
2178,27,external,0,adj.外面的，外部的【解】adj.外界的，外来的,外部的；外界的；外来的
2179,27,extra,0,adj.额外的，附加的nm.附加物，额外的东西adv特别地，非常,额外的；附加的
2180,27,extract,0,n.提取物，浓缩物，精华，(from)摘录，选段，引文【解】v.获得（某种感觉或品质),取出；提取；摘录；获得
2181,27,extraordinary,0,adj.非常的，特别的，卓越的，意想不到的,卓越的；意想不到的
2182,27,friendly,0,adj.友好的，友这的,友好的；友谊的
2183,27,friendship,0,n.友谊，友好,友谊；友好
2184,27,fright,0,n.惊吓，恺怖,惊吓；恐怖
2185,27,frighten,0,v.使惊丽,使惊妨
2186,27,fringe,0,n.刘海儿;（外衣、小地毯等的)饰边，流苏；外围，边缘v给（某物)做穗，以穗装饰adj.边缘的，外围的，次要的，附加的,边缘；边缘的
2187,27,frontier,0,"nm国境，边境尖端,新领域",边境；尖端；新领域
2188,27,frost,0,nm赴，错冻，严守,霜冻；严寒
2189,27,frown,0,vi.皱眉:表示不悦（或愤怒、不赞同),皱眉
2190,27,fry,0,v.油煎，油炸,
2191,27,fuel,0,n.燃料【解】v.给……加燃料，加剧,加剧
2192,27,fume,0,v.冒烟，冒气，各;愤怒，大办。n.烟，气，汽,愤怒；烟；气；汽
2193,27,funeral,0,n.形荆，磊礼,硬礼
2194,27,humid,0,adj.湿的，湿气重的,湿的
2195,27,humidity,0,n.湿气，湿度,湿度
2196,27,humiliate,0,v.羞厚，使丢脸，耻辱,郑辱；使丢脸
2197,27,humor / humour,0,n.顷默，该谐,幽默；该谐
2198,27,humorous,0,adj.幽默的，该谐的,幽默的；该谐的
2199,27,hunt,0,"v.打狂，狂取;(for)搜索,寻找n.打猫，猎取;搜寻，寻找",打猎；猪取；搜索；寻找
2200,27,hurl,0,v.用力扔（某物)，猛扑，大声叫唆，叫喊,用力扔（某物)；大声叫唆
2201,27,hurricane,0,n.飓风，狂风,巍风
2202,27,hygiene,0,n.卫生，保健学,卫生
2203,27,hypocrisy,0,n.伪善，虚伪,伪善；虚伪
2204,27,hypothesis,0,n.（（学说的)假说，假设;逻辑的)前提；（（和凭空的)猜想，猜测,假说；假设
2205,27,hysterical,0,adj.情绪异常激动的，鞭斯底里的,情绪异常激动的；歇斯底里的
2206,27,invent,0,v.发明，创造，捏造，虚构,发明；创造；担造；虚构
2207,27,invention,0,n.发明，创造,发明；创造
2208,27,inventory,0,v.列出清单，编入目录，存盘nm.详细目录，清单，存盘，存货,存货
2209,27,inverse,0,adj.相反的，反向的，翻转的，倒转的nm.反数，倒数，相反，凑倒v使倒转，使成反面,相反的；相反
2210,27,invert,0,vt.使反向，使倒转，使题倒,使倒转；使颠倒
2211,27,invitation,0,"n,邀请，招待，请柬",
2212,27,inward,0,adj.向内的，在内的，里面的。adv.向内，在内,在内的；向内
2213,27,oval,0,adj.卵形的，椭圆的mn.卯形，椭圆形,椭圆的；椭圆形
2214,27,overflow,0,v.外溢，外流;泛滥;with)充满，洋溢,外滋；泛滥；充满
2215,27,overhaul,0,n.检修，大修;改造v彻底检修，赶上超过（赛跑对手),检修；改造
2216,27,overhead,0,adj.在头项上的，架空的adv在头顶上【解】n.（（企业的)日常开支,在头顶上；（企业的)日常开支
2217,27,overhear,0,v.偶然听到，偷听到,偶然听到
2218,27,overnight,0,adv.在晚上，在夜里;很快，突然【解】adv.一夜之间,突然；一夜之间
2219,27,overt,0,adj.（常用于名词前)公开的，明显的，不隐瞒的,公开的；明显的
2220,27,overtake,0,vt.赶上，超过，突然来临，突然遭遇,超过；突然来临；突然遭遇
2221,27,overthrow,0,履推翻，打倒，了破坏，毁灭，背齐，摆齐,推翻；打倒
2222,27,overtime,0,n.超时，加班，加班的时间adv超时地,加班；加班的时间
2223,27,prone,0,adj.（指人或其姿势)平卧的，(尤指)俯卧的，(to)易于…的;向前弯曲的【解】adj.（一tosth/todo)倾向于,易于…的；倾向于
2224,27,pronounce,0,v.发音音;宣布，宣判,宣布
2225,27,propagate,0,v.传播，宣传，繁殖，增殖,传播，宣传
2226,27,propaganda,0,"n.（观念的)宣传,信息的)传播，宣传机关，传道",（（观念的)宣传；宣传机关
2227,27,prophet,0,n.预言者，预言家；提倡者,预言家；提倡者
2228,27,roof,0,n.屋项，顶,屋顶；顶
2229,27,rope,0,n.绳，索,绳；索
2230,27,rotate,0,vt.（使)旋转,（使)旋转
2231,27,rot,0,v.腐烂，腐朽，腐化;逐渐误败。n.腐烂，腐坏,腐烂；腐朽；逐渐衰败
2232,27,rotten,0,adj.腐烂的，腐朽的,腐烂的
2233,27,rough,0,adj.粗糙的，粗暴的，粗时的，粗略的，大致的,粗糙的；粗暴的；粗略的；大致的
2234,27,round,0,adj.圆的，球形的prep.围绕adv在周围v绕行，使成圆形n.（一)回合，(一)场【解】adj.满的，完全的,围绕；在周围；满的；完全的
2235,27,roundabout,0,"adj.绕道的,(说话、行事等)绕圈子的，不直接的n.绕行路线;环行交叉，环形交通枢纽",绕道的；绕圈子的
2236,27,rouse,0,vt.惊起，激起，使振奋,激起
2237,27,suite,0,n.(一批)随员;（一套)家具，套房;音乐)组册;（计算机)（软件的)套件,套房
2238,27,sum,0,n.总数，和；金额;算术题v人合计，总计,总数；金额
2239,27,summary,0,n.总结，概要adj.概括的，总结性的，扼要的,总结；概括的
2240,27,summit,0,n.顶峰，高层会议adj.最高级的，政府首脑的,顶峰
2241,27,summon,0,v.避召见，召集，传讯，传唤，(up)使出，鼓起（勇气)，振作（精神),传唤
2242,27,sunrise,0,n.日出,日出
2243,27,sunset,0,n.日落,日落
2244,27,sunshine,0,n.日光，日昭,日光
2245,28,hug,0,vtVn.热烈拥抱，紧抱,紧抱
2246,28,huge,0,adj.巨大的，庞大的,巨大的；庞大的
2247,28,hum,0,v.发出喻喻声，发出喝咽声（尤表示犹玉)；哼曲子，忙碌，活跃，发出臭味n.（（尤指昆虫的)喻喻声，臭味,发出喻喻声；忙碌
2248,28,auction,0,n./vt.拍卖,拍卖
2249,28,audience,0,n.听众，观众，读者，亩见，会见,听众；观众；读者
2250,28,audio,0,adj.音频的，声频的，声音的,音频的；声音的
2251,28,audit,0,n.审计，稽核，查账查账，稽核，审计，旁听（大学课程),审计
2252,28,auditorium,0,n.听众席，观众席;（美)礼堂,礼堂
2253,28,augment,0,v.扩大，增加，提高,扩大；增加；提高
2254,28,aural,0,adj.听觉的，听的,听觉的
2255,28,authentic,0,adj.真实的，可信和的,真实的
2256,28,broad,0,"adj.宽的,广阔的;广大的，广泛的，宽宏的，交达的",宽的；广阔的；广泛的
2257,28,broadcast,0,v.广播（节目)，播送，转播n广播【解】v.使广为传播，散布,广播（节目)，播送；使广为传播，散布
2258,28,bruise,0,n.碰伤，青肿v（使)出现伤痕;（感情)受伤害,（使)出现伤痕;（感情)受伤害
2259,28,brush,0,n.刷子，毛笔，画笔，小冲突，小摩擦【解】n.灌木从v（用刷子)刷，(用毛笔或画笔)写，画;轻触，掠过,小冲突；灌木丛；刷；轻触
2260,28,brutal,0,adj.残酷的，野蛮的，残暴的,野蛮的；残暴的
2261,28,bud,0,"n.菠,花苞vv发天",发菠
2262,28,buffer,0,n.缓冲物，起缓冲作用的人，(铁路的)减震器，缓冲器:（计算机的)缓存区v减缓;保护;保障,缓冲物；起缓冲作用的人；减缓
2263,28,buffet,0,"n.自助餐,(（车站等处的)快餐部，饮食柜台v（（尤指风、雨或海浪)狐烈袭击;（严峻局势)冲击，打击",自助餐；(严峻局势)冲击
2264,28,bug,0,n.昆虫，小虫:（计算机的)故障，漏洞，轻微的疾病，窃听器vt.窃听，使烦恼,昆虫；窃听器；窃听；使贫恼
2265,28,crack,0,"n,和裂缝，缝隙;破裂声，爆裂声v(使)破裂adj,最好的，第一流的，精湛的",缝隙；(使)破裂
2266,28,cradle,0,n.摇篮;发源地,摇篮；发源地
2267,28,craft,0,n.工艺，手艺，说计，手腕，骗术;小船，船，飞机，飞船vv（指用手工)精心制作，周密制订,工艺；手艺；小船；精心制作
2268,28,crash,0,v.碰撞，鞋毁nm.失败，瓦解，撞击声，爆裂声,碰撞；蔡毁；失败
2269,28,crazy,0,adj.疯狂的，古怪的；(about)狂热的，热衷的,疯狂的；狂热的
2270,28,cream,0,n.乳脂，(鲜)奶油乳霜，精华，精借,乳霜；精华；精通
2271,28,creature,0,"n.人,动物，生物",人；动物；生物
2272,28,credentials,0,n.（学历、资历等的)资格;证件,资格；证件
2273,28,crawl,0,vi.忠行，蠕动，缓慢（的)行进nm.疏行，缓慢（的)行进,疏行；缓慢（的)行进
2274,28,creep,0,vi.肘，疏行；（植物)营延【解】vi.不知不觉产生，渐渐出现,雁行；不知不觉产生；渐渐出现
2275,28,crew,0,n.全体乘务员，全体船员（通常单、复数相同)，一群共同工作的人,全体乘务员；全体船员；一群共同工作的人
2276,28,draft,0,n.草稿，草案，草图vt.起草，草拟,草稿；草案；起草；草拟
2277,28,dread,0,v.怕，县惧;厌恶，不愿_n.怕，旦惧,其惧
2278,28,dress,0,n.服装，衣服v穿衣，打扮,服装；穿衣；打扮
2279,28,drift,0,vv漂流，漂泊;随意（或无目的地)移动，随波逐流,村；漂流；随意（或无目的地)移动
2280,28,drill,0,v.练习，操练，钻孔n.练习，操练，钼孔，钻头,钻孔
2281,28,drip,0,v.滴落，漏下nm水滴，滴水声,滴落；漏下；水滴
2282,28,drop,0,"n.滴,点滴;下降;微量v落下,下降;失手落下【解】v.放弃，停止，终目",滴；下降；落下；放弃；停止；终止
2283,28,drone,0,n.无人驾驶飞机(不劳动，依赖他人为生的)寄生虫，游手好闲者，雄峰，（常用单数形式)喻喻声，持续低音（如风笛等发出的持续音)vv（单独使用的动词)喻喻叫，喻喻响,无人驾驶飞机；寄生虫；雄蜂
2284,28,drought,0,n.旱灾，干旱,旱灾；干旱
2285,28,drown,0,"V涵死,淹没",淹没
2286,28,drum,0,n.鼓，鼓状物;圆桶【解】v（一sthup)大力争取(支持、关注等),大力争取(支持、关注等)
2287,28,expedition,0,n.远征（（（队)，探险（队2，旅行，出行,远征（队)；探险（队)
2288,28,expel,0,vt.驱逐，赶走，(from)把…开除,驱逐
2289,28,expend,0,vt(on，in)花费，消费，耗费，用光，耗尽,花费；耗费
2290,28,expenditure,0,n.花费;（时间、人金钱等的)支出，消耗,花费；支出
2291,28,expense,0,n.花费，消费，消耗,花费；消费
2292,28,explanation,0,n.解释，说明,解释，说明
2293,28,explicit,0,adj.详述的，明确的，直言的，坦率的,明确的；直言的
2294,28,explode,0,v（（使)爆炸，(使)爆发【解】v.激增，驱倒，推翻,（使)爆炸；激增；了驭倒；推翻
2295,28,explosion,0,n.爆炸，爆发【解】n.激增;剧变,爆炸；爆发；激增；剧变
2296,28,explosive,0,adj.爆炸（（性)的，爆发（性)的nm.爆炸物，炸药,爆发（性)的
2297,28,frame,0,n.框架，骨架;体制，模式;组织，机构vt.给…加框;制订，拟订;组织，建立,框架；骨架；体制；模式
2298,28,framework,0,"nm.哥框架,结构",构架；框架；结构
2299,28,franchise,0,n.（（公司授予的)特许经销权;（国家授予的)特别经营权，特许，获特许权的商业（或服务)机构;（公民)选举权v授予(出售)特许经销权(或经营权),特许经销权；（公民)选举权
2300,28,frank,0,adj.坦率的，直率的,坦率的；直率的
2301,28,fraud,0,n.坎骗，诈骗，骗子，冒名项蔡者,骗子
2302,28,freedom,0,n.自由，自主,自由
2303,28,freelance,0,adj.自由职业的v从事自由职业adv作为自由职业者,自由职业的；从事自由职业
2304,28,freeze,0,"vt.（froze，frozen)（使)结冰,（使)凝固",（使)结冰；（使)凝固
2305,28,freight,0,"mn货物，货运,运费",货物；货运
2306,28,frequency,0,n.发生率，出现率，重复率频繁，频率，周率,发生率；频繁；频率
2307,28,frequent,0,adj.时常发生的，频繁的v常到，时常出没于,时常发生的；频繁的；常到；时常出没于
2308,28,fresh,0,adj.新的，新鲜的，清新的,新的；新鲜的
2309,28,friction,0,n.摩擦（力)，冲突,摩擦(力)；冲突
2310,28,strife,0,n.斗争，冲突，竞争,冲突；竞争
2311,28,strive,0,v.努力，奋力，力求，斗争，反抗,努力；奋力
2312,28,struggle,0,"vv奋斗，努力，争取，斗争，搏斗;争夺nm,斗争，奋斗，搏斗",奋斗；努力；斗争
