序号,Unit,单词,真题词频,完整释义（保留红色）,标红释义,页码,词条起始页
1190,16,paint,5,"n.油漆涂层；油漆
vt./vi.（用颜料）画",,86,86
1191,16,pile,6,"n.堆；叠；摞
vi.蜂拥；拥挤
vt.摞起；堆放",,86,86
1192,16,simplify,6,vt.使简化；使简易,,86,86
1193,16,implicit,5,a.含蓄的；内含的；固有的；绝对的；无保留的,含蓄的,86,86
1194,16,implement,7,"vt.实施；执行
n.工具；器具",执行；工具,86,86
1195,16,surplus,6,"n.过剩；剩余
a.多余的；过剩的",过剩；过剩的,86,86
1196,16,appointment,5,n.任命；委任；预约；约定；职务；职位,任命,86,86
1197,16,metropolitan,5,a.大都会的；大城市的；本土的,,"86,87",86
1198,16,component,7,n.组成部分；成分；部件,组成部分；部件,87,87
1199,16,compose,6,"vt.构成，组成；撰写
vt./vi.创作（乐曲）",构成；撰写；创作,87,87
1200,16,compound,7,"n.化合物；混合物
vt.使加重；使恶化",,87,87
1201,16,comprise,5,vt.包括；包含；由……组成,,87,87
1202,16,comprehend,4,vt./vi.理解；懂,,87,87
1203,16,premier,5,n.（加拿大的）省总理，地区总理；总理,总理,87,87
1204,16,principal,7,"a.最重要的；主要的
n.校长",,87,87
1205,16,prime,7,"a.首要的；基本的
n.鼎盛时期",首要的；鼎盛时期,87,87
1206,16,primitive,6,a.原始的；落后的；发展水平低的,原始的,87,87
1207,16,impress,7,vt.使留下深刻印象；使钦佩,,87,87
1208,16,impressive,5,a.给人深刻印象的,,87,87
1209,16,suppress,7,vt.克制（感情）；抑制；镇压,抑制；镇压,87,87
1210,16,approve,5,"vt.批准，通过（计划、要求等）
vi.赞成；同意",批准；赞成,87,87
1211,16,proof,7,n.证据；证明；证实；检验,,88,88
1212,16,symptom,7,n.症状；征兆,,88,88
1213,16,republican,7,"n.共和主义者
a.共和党的；拥护共和政体的",,88,88
1214,16,pure,7,a.纯的；纯粹的；完全的；纯理论的,,88,88
1215,16,acquaintance,5,n.熟人；泛泛之交；（对某事物的）了解,熟人；了解,88,88
1216,16,qualify,7,"vt.使合格
vt./vi.配得上（某称号、名称等）",,88,88
1217,16,quest,7,"n.寻求；追求
vi.探求；探索",,88,88
1218,16,rage,6,n.暴怒；狂怒；暴力行为,,88,88
1219,16,ray,5,n.光线；射线,,88,88
1220,16,realistic,7,a.现实的；务实的；能够实现的；明智的,现实的；能够实现的,88,88
1221,16,rhythm,4,n.规律；规则变化；节奏；韵律,,88,88
1222,16,rigid,7,a.严格死板的；固执的；坚硬的；僵直的,,88,88
1223,16,ritual,7,"n.惯例；程序；宗教仪式
a.例行的",,88,88
1224,16,thrive,6,vi.蓬勃发展；茁壮成长,,88,88
1225,16,enrol,5,vt./vi.（使）加入；注册；登记,加入,89,89
1226,16,romantic,4,a.爱情的；浪漫的；富有情调的；美妙的,浪漫的,89,89
1227,16,corrupt,5,"vt.使腐化；使堕落；破坏；损坏
a.腐败的",腐败的,89,89
1228,16,interrupt,5,vt.使（过程或活动）暂时停止,,89,89
1229,16,sanction,5,n.制裁；处罚；制裁,制裁,89,89
1230,16,scenery,5,n.景色；风景；舞台布景,舞台布景,89,89
1231,16,conscience,5,n.良心；良知；内疚；愧疚,,89,89
1232,16,scope,7,"n.（学科、活动、书籍等的）范围
vt.仔细看",范围,89,89
1233,16,scrutiny,7,n.认真彻底的审查；仔细检查,,89,89
1234,16,resemble,5,vt.与……类似，与……相似；像,,89,89
1235,16,senate,5,n.参议院,,89,89
1236,16,senator,6,n.参议员,,89,89
1237,16,nonsense,5,n.谬论；胡言乱语；胡扯；冒失,谬论,89,89
1238,16,consensus,7,n.共识；一致的意见,,89,89
1239,16,sensible,4,a.明智的；合理的；意识到；认识到,明智的；合理的,"89,90",89
1240,16,sentiment,7,n.（基于情感的）观点；情绪；伤感,观点,90,90
1241,16,consent,7,"n.同意；准许；赞同
vi.同意；准许；允许",同意；准许；同意；准许,90,90
1242,16,subsequent,6,a.随后的；后来的,,90,90
1243,16,assert,7,vt.断言；坚决表明；彰显（自己）,断言,90,90
1244,16,servant,6,n.（尤指旧时的）仆人，佣人；雇员，职员,仆人,90,90
1245,16,session,5,n.（某项活动的）一段时间，一场，一节,,90,90
1246,16,obsession,4,n.痴迷，着魔,,90,90
1247,16,insight,7,n.深入了解；深刻见解；洞悉；洞察力,,90,90
1248,16,assignment,7,n.作业；任务；（任务、工作的）分配,分配,90,90
1249,16,signature,6,"n.签字，签名
a.体现个体特征的",签字,90,90
1250,16,stability,7,n.稳定（性）；稳固（性）,,90,90
1251,16,instant,7,"n.瞬间；片刻
a.立即的；速食的",,90,90
1252,16,obstacle,6,n.阻碍；障碍；绊脚石,障碍,90,90
1253,16,resist,7,vt./vi.抵制；阻挡；抵挡；忍住,,90,90
1254,16,resistant,7,a.抵制的；有抵抗力的；抗……的,有抵抗力的,91,91
1255,16,assistance,5,n.援助；帮助；支持,,91,91
1256,16,persist,5,"vt./vi.坚持；执意
vi.继续存在（发生）",,91,91
1257,16,substitute,6,"n.代替物；代替者
vt./vi.（以……）代替",,91,91
1258,16,sociable,5,a.好交际的；合群的；友好的,好交际的,91,91
1259,16,solid,7,a.固体的；坚硬的；（证据、消息等）确凿的,,91,91
1260,16,consolidate,5,vt./vi.巩固，加强；整合,,91,91
1261,16,dissolve,6,"vt.解散（组织或机构）
vt./vi.（使）溶解",（使）溶解,91,91
1262,16,absolute,7,a.绝对的；完全的；肯定的；明确的,绝对的；完全的,91,91
1263,16,sophisticated,7,a.复杂巧妙的；先进的；见多识广的；老练的,复杂巧妙的,91,91
1264,16,resort,4,"vi.采取；诉诸
n.旅游胜地；度假胜地",诉诸,91,91
1265,16,spacious,4,a.宽敞的,,91,91
1266,16,span,7,"n.持续时间
vt.跨越；横跨；持续；贯穿",,91,91
1267,16,hemisphere,6,n.（地球的）半球；（大脑的）半球,,92,92
1268,16,inspiration,4,n.灵感；鼓舞人心的人（或事物）,,92,92
1269,16,correspond,4,vi.相一致；符合；相当于；类似于；通信,相一致；通信,92,92
1270,17,spy,7,"n.间谍；密探
vi.秘密收集情报",间谍,92,92
1271,17,suspicion,7,n.怀疑；嫌疑；（对某人的）猜疑,,92,92
1272,17,suspicious,7,a.持怀疑态度的；可疑的；怀疑的,,92,92
1273,17,inspect,7,vt.检查；查看；审视；视察,,92,92
1274,17,specify,5,vt.明确规定；具体说明；详述,具体说明,92,92
1275,17,statute,4,n.法规；法令；（某机构、组织的）条例,法规；法令,92,92
1276,17,restraint,6,n.约束力；管制措施；克制；约束,克制；约束,92,92
1277,17,constrain,4,vt.限制；限定；约束,限制；约束,92,92
1278,17,string,6,n.一系列；一连串；一串；线；细绳,,92,92
1279,17,instrument,7,n.仪器；器具；乐器,仪器；乐器,92,92
1280,17,construct,7,"vt.建造；修建
n.复杂的构想（或思想）；观念",建造；观念,92,92
1281,17,instruct,7,vt.教授，指导；指示；命令,指示,93,93
1282,17,instruction,7,n.指示；命令；教学；讲授,指示,93,93
1283,17,destructive,4,a.引起破坏的；破坏性的,,93,93
1284,17,resume,4,vt./vi.重新开始；（中断后）继续,,93,93
1285,17,superior,6,"a.更强的；更好的；职位更高的
n.上司",更好的；上司,93,93
1286,17,absurd,4,a.荒谬的；荒唐的,,93,93
1287,17,tangible,5,a.实际的；有形的,,93,93
1288,17,maintenance,6,n.维持，保持；养护，保养,保养,93,93
1289,17,continuous,7,a.连续不断的；（线、表面等）连续的,,93,93
1290,17,attain,7,vt.进入，达到（某种状态或情况）；获得,,93,93
1291,17,architect,7,n.建筑师；设计师；发起者，创立者,,93,93
1292,17,architecture,7,n.建筑学；建筑风格，结构,建筑学；结构,93,93
1293,17,temper,5,"n.心情；怒气；坏脾气
vt.使缓和",使缓和,93,93
1294,17,contemporary,7,a.当代的；现代的；同一时代的；属同时期的,,93,93
1295,17,tempt,4,vt.劝诱；鼓动；引诱；诱惑,,"93,94",93
1296,17,contempt,6,n.蔑视；（对规则、危险等的）藐视,,94,94
1297,17,contend,4,"vt.声称，主张，认为
vi.争夺；竞争",,94,94
1298,17,extensive,7,a.广泛的；广博的；大量的；广阔的,广泛的；大量的；广阔的,94,94
1299,17,tension,7,n.紧张局势；紧张,,94,94
1300,17,intensity,6,n.剧烈；强烈；紧张,,94,94
1301,17,territory,4,n.领地；（知识）领域；（某类）地区,,94,94
1302,17,protest,5,"n.抗议；反对
vt./vi.（公开）反对；抗议",抗议；反对；反对；抗议,94,94
1303,17,textile,5,n.纺织品；织物,,94,94
1304,17,thesis,4,n.论题；命题；论文，学位论文,,94,94
1305,17,tone,7,n.语气；腔调；基调，格调,,94,94
1306,17,distort,6,vt.歪曲；曲解；扭曲；使变形,曲解；扭曲,94,94
1307,17,portray,6,vt.描绘；描述；扮演（某角色）；刻画；表现,描绘；描述,94,94
1308,17,retreat,6,"n.静养所；隐居地；静修期间
vi.撤退",,94,94
1309,17,extract,7,vt.拔出，取出；选取；摘录；提取；提炼,摘录,94,94
1310,17,distract,6,vt.分散（注意力）；使分心,,95,95
1311,17,abstract,4,"a.抽象的
vt.抽取；提取",抽象的,95,95
1312,17,tragedy,4,n.悲剧；悲剧作品；悲惨的事；不幸,悲剧,95,95
1313,17,distribute,7,vt.分发；分配；分销,分发；分配；分销,95,95
1314,17,intuition,5,n.直觉,,95,95
1315,17,tuition,5,n.学费；讲授；教学,学费；教学,95,95
1316,17,disturb,7,vt.打扰；妨碍；扰乱（常态）；弄乱；搅乱,妨碍；扰乱,95,95
1317,17,ultimate,7,a.终极的；最终的；最后的；最根本的,终极的；最终的,95,95
1318,17,abundant,5,a.丰富的；大量的；充足的,丰富的；大量的,95,95
1319,17,suburb,5,n.郊区；城外；城郊住宅区,,95,95
1320,17,utilize,5,vt.利用；使用；应用,,95,95
1321,17,vaccine,5,n.疫苗,,95,95
1322,17,evade,6,vt.回避；逃避（尤指法律或道德责任）；使困惑,逃避,95,95
1323,17,vague,5,a.（文字或言语）含糊的；（思想上）模糊的,,95,95
1324,17,vain,5,a.虚荣的，自负的；徒劳的；枉然的,,"95,96",95
1325,17,equivalent,7,"a.相等的
n.等价物",,96,96
1326,17,evaluate,7,vt.评价；评估,,96,96
1327,17,vanish,7,vi.不复存在；绝迹；（莫名其妙地）突然消失,,96,96
1328,17,variable,7,"n.变量
a.多变的；变化无常的；易变的",,96,96
1329,17,variation,7,n.（相似物体之间的）差异；变化,,96,96
1330,17,convenience,4,n.方便；便利；便利的事物（或设施）,,96,96
1331,17,venture,7,"n.冒险事业；风险投资
vi.冒风险（去某处）",,96,96
1332,17,verify,5,vt.核对，核实；证实，证明,核实,96,96
1333,17,convert,7,"vt.使转变；使改造
vi.转换；改造",,96,96
1334,17,advertise,5,vt./vi.（为……）做广告（宣传）,,96,96
1335,17,investigate,6,vt./vi.研究；调查；侦查,,96,96
1336,17,evident,5,a.明显的；清楚的,,96,96
1337,17,violence,5,n.暴力；暴行；狂热；激情,,96,96
1338,17,visa,7,n.（护照的）签证,,"96,97",96
1339,17,supervise,5,vt./vi.监督；指导；管理,监督；管理,97,97
1340,17,revise,7,"vt.改变，修改；修订
vt./vi.复习；温习",,97,97
1341,17,visible,7,a.明显的；能注意到的；看得见的；可见的,,97,97
1342,17,invisible,5,a.无形的；看不见的；隐形的,,97,97
1343,17,advisable,5,a.明智的；可取的,,97,97
1344,17,revive,5,vt./vi.（使）恢复；（使）复兴；（使）复苏,,97,97
1345,17,vivid,7,a.生动的；逼真的；清晰的；鲜艳的，鲜明的,生动的；逼真的,97,97
1346,17,provoke,4,vt.激起；引发；引起；激怒；挑衅；刺激,激起；激怒,97,97
1347,17,volunteer,7,"n.志愿者
vt./vi.自愿（做某事）",,97,97
1348,17,revolve,5,"vi.围绕……旋转
vt./vi.（使）旋转",旋转,97,97
1349,17,devote,6,vt.致力，倾注；把……用于,,97,97
1350,18,blueprint,7,n.（建筑、设计的）蓝图；行动方案,,97,97
1351,18,censorship,6,n.审查；审查制度,,97,97
1352,18,copyright,6,"n.乡村；农村
vt.获得……的版权",,98,98
1353,18,deadline,5,n.最后期限；截止时间,,98,98
1354,18,framework,4,n.框架；准则；结构,框架,98,98
1355,18,greenhouse,7,"a.温室的；造成温室效应的
n.温室，暖房",,98,98
1356,18,guideline,7,n.参考；指导方针,,98,98
1357,18,hardship,6,n.艰难；困苦；拮据,,98,98
1358,18,headline,6,n.（报纸的）标题，大字标题,,98,98
1359,18,lawsuit,5,n.诉讼；官司,,98,98
1360,18,mankind,6,n.人类,,98,98
1361,18,membership,6,n.成员资格；会员资格；会员人数,,98,98
1362,18,nowhere,7,ad.什么地方都不，无处,,98,98
1363,18,outlet,7,n.专营店；（强烈情感的）发泄途径,,98,98
1364,18,outlook,5,n.（对生活和世界的）观点；景色；前景,观点；前景,98,98
1365,18,overcome,7,vt.克服；解决；受到……的极大影响,克服,98,98
1366,18,overseas,6,"a.外国的；海外的
ad.在国外；在海外",外国的；海外的；在海外,"98,99",98
1367,18,overturn,4,"vt.推翻，撤销（判决等）
vt./vi.倾倒；倾覆",撤销,99,99
1368,18,safeguard,6,"vt./vi.保护；保障
n.保护措施",保护,99,99
1369,18,setback,4,n.倒退；挫折,,99,99
1370,18,somehow,7,ad.不知为什么；以某种方式（或方法）,,99,99
1371,18,somewhere,4,ad.在某处；到某处,,99,99
1372,18,straightforward,4,a.简单的；易懂的；坦诚的；坦率的,简单的；易懂的,99,99
1373,18,undergo,6,vt.经历，经受（变化、不快的事等）,,99,99
1374,18,underground,4,a.地下的；秘密的,,99,99
1375,18,underlie,4,vt.构成……的基础；作为……的原因,,99,99
1376,18,undertake,5,vt.承担；从事；负责,承担,99,99
1377,18,update,6,"vt.给……增加最新信息；更新；使现代化
n.最新消息；快讯",,99,99
1378,18,upset,7,"vt.打乱；搅乱；使生气；使烦恼
a.失望的，苦恼的",搅乱,99,99
1379,18,withdraw,9,vt.提，取（银行账户中的款）；收回,提；取,99,99
1380,19,academy,7,n.专科院校；研究院,研究院,100,100
1381,19,acceptance,6,n.接受；赞成，认可,接受；认可,100,100
1382,19,acre,7,n.英亩,,100,100
1383,19,afterwards,6,ad.以后；后来,,100,100
1384,19,algorithm,5,n.算法；计算程序,,100,100
1385,19,alive,7,a.活着；在世；激动兴奋；有活力,,100,100
1386,19,allowance,6,n.津贴；补贴；限额；定量,津贴,100,100
1387,19,alphabet,7,n.（一种语言的）字母表，全部字母,,100,100
1388,19,altogether,5,ad.（用以强调）完全；（弱化否定语气）非常,,100,100
1389,19,array,6,"n.大量；大群；大堆
vt.排列；布置",大量；排列,100,100
1390,19,automobile,7,n.汽车,,100,100
1391,19,awkward,7,a.令人尴尬的；笨拙的；不舒适的,令人尴尬的；笨拙的,100,100
1392,19,bachelor,5,n.单身汉；未婚男子；学士,,100,100
1393,19,backward,7,"a.迟钝的；向后的；朝后的；落后的
ad.倒着地",,100,100
1394,19,bargain,6,"n.减价品；协议；交易
vi.讨价还价",协议,"100,101",100
1395,19,battery,5,n.电池；一系列；一批,,101,101
1396,19,beam,6,n.（粒子的）束；光线；（建筑物的）梁,,101,101
1397,19,betray,4,vt.暴露；背弃（理想或原则）；辜负,,101,101
1398,19,bid,7,"n.努力；尝试；出价；投标
vt./vi.力求获得",出价；投标,101,101
1399,19,blow,4,"n.挫折；打击
vt./vi.刮走；吹动；吹（气）",,101,101
1400,19,bold,5,a.大胆的；轮廓清晰的，显眼的；黑体的,,101,101
1401,19,bother,7,"vt.使（某人）烦恼（或担忧、不安）
vt./vi.费心",,101,101
1402,19,breath,5,n.呼吸的空气；一次吸入的空气,,101,101
1403,19,breathe,5,"vt./vi.呼吸
vt.呼出",,101,101
1404,19,brush,4,"vt.刷，扫，拂拭；擦掉
n.灌木丛；刷子",,101,101
1405,19,cable,5,n.有线电视；电报；电缆,,101,101
1406,19,calendar,5,n.日历；日程表；重大事件日程表,,101,101
1407,19,calm,7,"a.镇静的；冷静的；风平浪静的
vt.使平静",,"101,102",101
1408,19,cater,5,"vi.满足……需要；迎合
vt./vi.承办酒席",,102,102
1409,19,chamber,6,n.（作特定用途的）房间，室；会议厅,,102,102
1410,19,chancellor,6,n.（英国）财政大臣,,102,102
1411,19,cheat,7,"vt.欺骗；蒙骗
vi.作弊，舞弊",,102,102
1412,19,cheque,6,n.支票,,102,102
1413,19,clone,6,"vt.克隆，使无性繁殖
n.极为相似的人（物）",克隆,102,102
1414,19,clue,5,n.线索,,102,102
1415,19,coach,6,"n.（体育运动的）教练
vt.指导，训练；辅导",,102,102
1416,19,comply,7,vi.遵守；服从,,102,102
1417,19,correlate,6,vi.相互关联影响；相互依赖,,102,102
1418,19,courtesy,5,n.礼貌,,102,102
1419,19,crack,7,"n.裂缝；裂纹
vt./vi.（使）裂开",,102,102
1420,19,creep,6,"vi.悄悄地小心行进；爬行，匍匐
n.讨厌鬼",,102,102
1421,19,crowd,5,"n.人群
vt.挤满，塞满
vi.拥挤；群集",,103,103
1422,19,cucumber,5,n.黄瓜,,103,103
1423,19,cue,7,n.提示；暗示,,103,103
1424,19,dare,4,"v.敢
vt.激（某人做某事）",,103,103
1425,19,dean,6,n.教长；（大学或学院的）院长,,103,103
1426,19,decay,5,"n.衰败；腐烂
vi.（建筑、地方等）破败",,103,103
1427,19,decorate,7,vt.装饰；授给（某人）勋章（或奖章）,,103,103
1428,19,deem,7,vt.视为；认为；相信,,103,103
1429,19,deploy,6,vt.有效地利用；调动；部署，调度（军队或武器）,,103,103
1430,19,diligent,5,a.勤勉的；刻苦的；孜孜不倦的,,103,103
1431,19,disappoint,5,"vt./vi.使失望
vt.使破灭；使落空",,103,103
1432,19,discard,7,vt.丢弃；抛弃,,103,103
1433,19,disguise,5,"n.伪装；装扮；伪装物
vt.伪装；装扮",伪装,103,103
1434,19,dislike,4,"vt.厌恶；不喜爱
n.不喜欢的事物",,"103,104",103
1435,19,doom,5,"n.厄运；劫数
vt.注定（失败、死亡、毁灭等）",厄运；注定,104,104
1436,19,drought,4,n.旱灾；干旱,,104,104
1437,19,eager,7,a.渴望的；热切的；渴求的,,104,104
1438,19,edge,4,"n.边缘；边沿
vt./vi.（使）徐徐移动",,104,104
1439,19,elementary,7,a.基本的；简单的；基础的，初级的,初级的,104,104
1440,19,embryo,7,"n.胚胎
a.（想法、体系或机构）萌芽阶段的",,104,104
1441,19,emergency,7,n.突发事件；紧急情况,,104,104
1442,19,engagement,7,n.（与……的）密切关系；婚约；约会,密切关系,104,104
1443,19,enrich,4,vt.使丰富，充实；使富裕；使富有,,104,104
1444,19,enterprise,7,n.企业；公司；事业，规划,企业；事业,104,104
1445,19,enthusiastic,6,a.热心的；热烈的；满腔热忱的,,104,104
1446,19,equip,6,vt.配备；装备；使能够胜任,,104,104
1447,19,excitement,4,n.兴奋；激动,,104,104
1448,19,exploit,2,"vt.利用；开发；开采
n.英勇的行为",利用,"104,105",104
1449,20,exert,7,vt.施加（影响、压力等）；运用（权威等）,施加；运用,105,105
1450,20,expedition,6,n.考察；远征；探险；考察队,,105,105
1451,20,faithful,4,a.忠实的；忠诚的；如实的；可信赖的,,105,105
1452,20,fantastic,5,a.奇异的；荒诞的；极好的；了不起的,,105,105
1453,20,fellow,7,"a.同伴的；同类的
n.同事；同辈",,105,105
1454,20,fetch,4,vt.售得（某价）；（去）拿来；（去）请来,,105,105
1455,20,flash,7,"n.闪光；闪耀
vt./vi.（使）显示；（使）闪现",,105,105
1456,20,flaw,7,n.缺点；错误；（性格上的）缺陷；瑕疵,缺陷,105,105
1457,20,float,6,"vi.飘浮；浮
vt.提出，提请考虑（想法或计划）",,105,105
1458,20,foresee,6,vt.预料；预见；预知,,105,105
1459,20,frank,4,a.坦诚的，坦率的,,105,105
1460,20,furnace,6,n.熔炉；火炉,,105,105
1461,20,furnish,4,vt.提供；供应；布置家具,,105,105
1462,20,gaze,4,"n.凝视；注视
vi.盯着；凝视；注视",,106,106
1463,20,genuine,6,a.真正的；非伪造的；真诚的；真挚的,,106,106
1464,20,glance,6,"n.—瞥
vi.瞥一眼；扫视；浏览；粗略地看",,106,106
1465,20,grasp,7,"vt.理解；领会；抓紧
n.理解（力）",领会；抓紧,106,106
1466,20,harsh,5,a.严厉的；严酷的；艰苦的；恶劣的；刺耳的,,106,106
1467,20,harvest,5,"n.收获；收割；收成
vt./vi.收割，收获",,106,106
1468,20,heaven,7,n.天堂；(the heavens)天空,,106,106
1469,20,helmet,5,n.头盔；防护帽,,106,106
1470,20,hinder,7,vt.阻碍；妨碍；阻挡,,106,106
1471,20,holder,6,n.拥有人，持有人；支托物，容器,,106,106
1472,20,horizon,7,n.（欲望、知识或兴趣的）眼界,眼界,106,106
1473,20,hormone,7,n.激素；荷尔蒙,,106,106
1474,20,illness,6,n.疾病，病；（某种）病；患病期,,106,106
1475,20,index,5,n.（物价和工资等的）指数；索引；指标,指数,106,106
1476,20,initiate,5,"vt.开始；发起；创始；使了解；传授
n.新入会的人",开始,107,107
1477,20,injury,7,n.（对躯体的）损伤；（对感情的）伤害,,107,107
1478,20,inner,6,a.内心的；隐藏的；内部的；里面的,,107,107
1479,20,keen,7,a.渴望；热衷于；（兴趣或感情）浓厚的,,107,107
1480,20,ladder,6,n.梯子；阶梯，途径,,107,107
1481,20,lane,5,n.车道；（乡间）小路；跑道，泳道,,107,107
1482,20,laser,7,n.激光；激光器,,107,107
1483,20,Lawn,7,n.草坪；草地,,107,107
1484,20,layer,7,n.层；表层；层次；阶层,,107,107
1485,20,lest,6,conj.唯恐，担心；免得，以免,,107,107
1486,20,limb,4,n.肢；臂；腿；（日月等天体的）边缘；树枝,,107,107
1487,20,loan,6,"n.贷款；借款；借出；贷给
vt.贷与",,107,107
1488,20,loom,5,"n.织布机
vi.（尤指阴森森地）隐约出现",,107,107
1489,20,loyal,7,a.忠诚的；忠实的,,107,107
1490,20,lure,5,"vt.引诱；诱惑；哄骗
n.诱惑力",诱惑；诱惑力,"107,108",107
1491,20,mathematics,5,n.数学；计算；运算,,108,108
1492,20,mathematical,5,a.数学的；数学方面的,,108,108
1493,20,medal,4,n.奖牌；奖章；勋章,,108,108
1494,20,medium,7,n.媒介，手段,媒介,108,108
1495,20,melt,7,vt./vi.（使）熔化；（使）融化；（使）软化,,108,108
1496,20,metal,7,n.金属,,108,108
1497,20,mild,5,a.轻微的，不严重的；温和的，不强烈的,,108,108
1498,20,mineral,7,n.矿物；矿物质,,108,108
1499,20,minor,5,"a.较小的；轻微的
n.未成年人",,108,108
1500,20,mislead,4,vt.误导；使误信,,108,108
1501,20,mock,5,"vt./vi.嘲笑；嘲弄
a.虚假的；仿制的；模拟的",嘲笑,108,108
1502,20,monetary,7,a.货币的，钱的（尤指一国的金融）,,108,108
1503,20,myth,6,n.神话；错误的看法（或认识）,,108,108
1504,20,nasty,5,a.严重的；危险的；极差的；令人厌恶的,严重的；极差的,"108,109",108
1505,20,noble,5,a.崇高的；宏伟的；壮观的；高贵的；贵族的,,109,109
1506,20,nonetheless,5,ad.尽管如此；但是,,109,109
1507,20,outer,4,a.外部的，外面的；远离中心的；外围的,外部的；外面的,109,109
1508,20,oxygen,5,n.氧；氧气,,109,109
1509,20,panic,6,"n.惊恐
vt./vi.（使）惊慌",,109,109
1510,20,pause,4,"vi.暂停
n.停顿；停顿的时间；暂停键",,109,109
1511,20,pave,5,vt.铺（路或地面）,,109,109
1512,20,pearl,7,n.珍珠,,109,109
1513,20,pilgrim,6,n.朝圣者，香客,,109,109
1514,21,pioneer,6,"n.先驱；先锋；拓荒者；开发者
vt.开创",先驱,109,109
1515,21,pipe,4,"n.管道，烟斗
vt./vi.用管乐器演奏",,109,109
1516,21,plain,5,"ad.简直，绝对地
n.平原
a.平凡的；朴素的",,109,109
1517,21,pledge,7,"vt.正式承诺；保证给予（或做）
n.诺言",保证给予,"109,110",109
1518,21,poisonous,5,a.有毒的；引起中毒的；恶毒的；邪恶的,有毒的,110,110
1519,21,pour,7,"vt.倾倒
vi.涌流；喷发",,110,110
1520,21,prestige,4,"n.声望；威望
a.受尊重的；气派的",声望,110,110
1521,21,proud,6,a.骄傲的；自豪的；骄傲自大的,,110,110
1522,21,provided,7,conj.如果；只要,,110,110
1523,21,puzzle,7,"n.谜；智力游戏
vt.使困惑；迷惑",,110,110
1524,21,ratio,5,n.比例；比,,110,110
1525,21,raw,7,a.未经加工的；（食物）生的；原始的,,110,110
1526,21,readily,7,ad.轻而易举地；便利地；乐意地；欣然地,,110,110
1527,21,reap,5,"vt.获得
vt./vi.收获，收割（庄稼）",,110,110
1528,21,rear,6,"n.（常用the rear）后部
a.后部的",,110,110
1529,21,refuge,4,n.庇护所；避难处；庇护；避难,,110,110
1530,21,regarding,7,prep.关于；至于,,110,110
1531,21,rescue,4,"n.救援，解救
vt.营救；援救",营救,111,111
1532,21,rocket,5,"n.火箭
vi.快速增长；猛增；急速移动",,111,111
1533,21,rough,4,a.大致的；粗略的；危险的；充斥暴力的,,111,111
1534,21,rubber,4,n.橡胶；橡皮擦,,111,111
1535,21,scarcely,4,ad.几乎不；勉强；刚一……就,,111,111
1536,21,scheme,7,"n.计划；方案
vt./vi.密谋；秘密策划",计划；方案；密谋,111,111
1537,21,sculpture,5,n.雕像；雕塑品；雕刻术；雕塑术,,111,111
1538,21,shade,5,"n.阴凉处；（树）荫
vt.给……遮挡(光线)",,111,111
1539,21,sharp,7,a.急剧的，强烈的；尖锐的；锋利的,,111,111
1540,21,shrink,5,vt./vi.（使）（数量、体积或价值）减少，变小,,111,111
1541,21,shuttle,7,n.航天飞机,,111,111
1542,21,sketch,6,"n.概述；素描；速写；草图
vt.概述；简述",素描,111,111
1543,21,skip,5,vi.蹦蹦跳跳地走；跳换（话题）,,111,111
1544,21,slice,6,"n.片，薄片
vt.把……切成（薄）片",薄片,"111,112",111
1545,21,slight,4,"a.略微的；瘦小的
n.轻视；冷落",略微的,112,112
1546,21,slogan,5,n.口号；标语,,112,112
1547,21,smooth,5,"a.顺利的；平稳的；光滑的；平滑的
vt.抹；捋",,112,112
1548,21,snap,7,"a.迅速的，无事先通知的
n.咔嚓声",,112,112
1549,21,spare,5,"vt.抽出；匀出
a.闲置的；备用的；外加的",,112,112
1550,21,spite,6,"vt.（故意做坏事来）伤害
n.恶意",恶意,112,112
1551,21,split,7,vt./vi.分成（不同部分）；（使）裂开,,112,112
1552,21,spoil,7,"vt.破坏；毁掉；宠坏；娇惯
vi.变质；变坏",破坏,112,112
1553,21,spokesperson,4,n.发言人,,112,112
1554,21,spring,7,n.春天；泉；弹簧；活力,,112,112
1555,21,squeeze,5,"vt.压缩，紧缩（经济）
vt./vi.挤压",挤压,112,112
1556,21,stake,6,n.股份；股本,,112,112
1557,21,starve,6,"vt.使挨饿；使饿死
vi.饿死；挨饿",使挨饿；使饿死,112,112
1558,21,steady,7,"a.稳步的，匀速的；稳定的
ad.稳定地",稳定的,113,113
1559,21,steer,4,vt.引导（某人采取某种行动或态度）,,113,113
1560,21,storey,7,n.（楼房的）层，楼层,,113,113
1561,21,stream,6,n.（事件、人、物等的）一系列，流；小河,流,113,113
1562,21,stretch,6,"n.（连续的）一段时间
vi.绵延；延伸；延续",一段时间；延伸,113,113
1563,21,stuff,7,"n.物品；事情，活动
vt.装满",,113,113
1564,21,supplement,7,"n.补充（物）；增补（物）；（报纸的）增刊
vt.补充；增补",补充（物）；增刊；补充,113,113
1565,21,surgery,6,n.外科手术；外科学；诊疗室；诊所,,113,113
1566,21,surname,5,n.姓,,113,113
1567,21,surroundings,7,n.环境,,113,113
1568,21,sweep,5,vt./vi.（事件、思想、信仰）迅速传播；打扫,,113,113
1569,21,swing,5,"n.改变；秋千
vt./vi.（使）摆动，摇摆",秋千；摇摆,113,113
1570,21,tackle,7,vt.处理，解决（难题或局面）；与……交涉,处理；解决,113,113
