序号,Unit,单词,真题词频,完整释义（保留红色）,标红释义
1420,20,entertainment,0,n.招待，款待，娱乐;文娱节目，娱乐性表演,文娱节目
1421,20,monopoly,0,n.(in，of，on)爷断，专卖，独占，专利（品)，苑断者（企业)，专利者,董断；专利（品)；垄断者（企业)
1422,20,monotonous,0,adj.单调无聊的，毫无变化的,单调无聊的；毫无变化的
1423,20,mood,0,mn心境情绪，心情，氛围，气氛;语气,情绪；心情；气氛
1424,20,transmission,0,n.播送，发射，传送，传染，传播,传送
1425,20,transmit,0,"传送，传递，播送发射;传染,传播",传送；传递
1426,20,transplant,0,v.移植（器官等)，移种（植物等);（使)移居;（（使)迁移n.（器官等的)移植，移植的器官，移植物,移植（器官等)；（使)迁移
1427,20,transport,0,\省运送，运输，搬动n.运输，运送，运输系统，运载工具,运输；运输系统；运载工具
1428,20,stock,0,n.原料，备料;库存，存货，资本，股票，公债v储备，储存，供应,库存；股票；公债；储存
1429,20,store,0,vt.贮备，贮藏，保存;（在计算机里)储存;记忆;记录,商店；店铺；贮备；贮藏
1430,20,storage,0,n.储存，储藏，保管，库房,储藏
1431,20,stride,0,v.阔步前进，大踏步走n.大步，跨步，阔步;（快速的)进展，发展，进步,大步；（快速的)进展；进步
1432,20,strike,0,v.打击，撞（击)突然袭击，进攻，给……以（深刻)印象，突然想到;罢工,给……以（深刻)印象；罢工；打；击
1433,20,striking,0,adj.显著的，突出的，妩媚动人的，标致的,显著的
1434,20,string,0,n.细绳，线，带(一)串，一连串，一系列v串起，缚，扎，挂,一连串；一系列
1435,20,structure,0,n.结构体，(尤指)建筑物，结构，构造，精心组织，周密安排，体系v系统安排，精心组织，使形成体系,建筑物；结构；构造
1436,20,stun,0,v.使震惊，使量倒，把…打晕，给(某人)以深刻印象，使深深感动mn.晕肪，打昏，惊倒,使震惊
1437,20,primary,0,adj.（教育)初级的，初等的，小学的;最初的，最早的;首要的，主要的，基本的n.（美国)初选,首要的；主要的；基本的
1438,20,prime,0,"adi.首要的，主要的，基本的，最好的，第一流的，上乘的，和典型的，有代表性的，首选的，最可能的nm.青春，壮年,全盛时期v事先指点，为……提供消息（事实等)，把……准备好",首要的；基本的；壮年；全盛时期
1439,20,primitive,0,adj.原始的，上十的，时期的，简单的，粗糙的，落后的，原始本能的,原始的；落后的
1440,20,principal,0,adj.最重要的，主要的n.负责人，校长，资本，本金，主要演员，主角;当事人;委托人,最重要的；主要的；校长
1441,20,principle,0,n.原理，原则，法则，工作原理，定律，行为（道德)准则，规范，信条,原理；原则；定律
1442,20,psychiatry,0,n.精神病学，精神病治疗法,精神病学；精神病治疗法
1443,20,psychology,0,n.心理学，心理，心理特征,
1444,20,liability,0,n.责任，义务;（pl.)债务，倾向,责任；债务
1445,20,liable,0,adj.(for)负有法律)责任的，有义务的；(to)会……的;有……倾向的;易出问题的，易患病的;(to)有……和危险的，可能遭受……的,负有(法律)责任的；有……倾向的；可能遭受……的
1446,20,liberal,0,adj.不严格的，不精确的;（政治或经济上)自由的，支持（社会、政治)变革的;慷慨的，大方的，心胸宽阔的，开明的mn.宽容的人，开明的人，支持变革的人,(政治或经济上)自由的；支持（社会、政治)变革的；开明的
1447,20,liberate,0,vt.解放，释放，使自由,解放
1448,20,license,0,n.许可证，执照，随便，肆意行动vt.准许，认可,许可证；执照；认可
1449,20,innocent,0,adj.(of)清白的，无罪的，无害的，无训受害的，成为牺牲品的，天真的，单纯的,清白的；无罪的；单纯的
1450,20,innovation,0,n.革新，改革，创新，新方法，新技术，新思想,创新；新方法；新思想
1451,20,anguish,0,n.(精神的或肉体的)极度痛苦，苦恼v使痛苦，苦恼，悲痛;感到苦恼或（极度)悲痛,(精神的或肉体的)极度痛苦
1452,20,annoy,0,vt.使恼怒，使生气，打搅，双扰,使恼怒；使生气
1453,20,annual,0,adj.每年的，年度的，一年一次的，全年的n.年报，年刊，年鉴，一年生植物，一季生植物,每年的；年度的；一年一次的
1454,20,anchor,0,n.锚，精神支柱，靠山，给人以安全感的人（或物)v.抛锚，停留;固定，扎根【解】n.主持人,固定；主持人
1455,21,pose,0,v.摆姿势，炫灼，提出（问题、声明等)，陈述（论点等);产生，引起，造成（问题、困难等)，冒充，假扮mn.姿势，样子，姿态，装腔作势,摆姿势；提出（问题、声明等)；造成（问题、困难等)
1456,21,position,0,n.位置，地方，地位，身份，等级，职位，职务，姿势，姿态，见解，立场，态度;处境，状况，形势v安置;安装;使处于，定位,位置；地位；职位；立场；处境；状况
1457,21,positive,0,adj.积极乐观的，自信的;确实的，明确的，肯定的，积极的，建设性的;十足的，完全的;正的，阳性的nmn.优势，优点,积极的；建设性的；优势；优点
1458,21,possess,0,vt.拥有（（某物)，具有（【某种品质或才能)，支配，控制,拥有【（某物)；具有【某种品质或才能)
1459,21,possession,0,n.持有，拥有；所有权;（pl.)财产，所有物,拥有；财产；所有物
1460,21,dilute,0,v.稀释，冲淡，削弱，使减色，降低adj.稀释的，冲淡了的，挨水的,稀释；冲淡
1461,21,dim,0,v（（使)变瞳淡，变昏暗，变微弱;（使)感觉等)变弱，变淡漠，失去光泽adj.暗淡的，模糊的，思笨的;不乐观的,（使)变瞳淡；暗淡的；模糊的
1462,21,diminish,0,v（（使)削弱，减少，缩小，贬低，轻视,（使)削弱；减少；贬低
1463,21,amateur,0,n.（艺术、科学等的)业余爱好者;技术不熟练的人，无经验的人，外行adj.业余（爱好)的，外行的,业祭爱好者；外行；业余（爱好)的
1464,21,amaze,0,vt.使惊恒，使惊异,使惊情
1465,21,ambiguous,0,adj.含糊不清的，模棱两可的，不明确的,含糊不清的；模棱两可的
1466,21,ambition,0,"n.（（对名利等的)强烈欲望,野心，雄心，抱负；追求的目标",野心；抱负
1467,21,ambitious,0,adj.有雄心的，野心勃勃的，费力的，耗时的，耗资的，艰巨的,有雄心的；艰巨的
1468,21,bubble,0,n.泡，水泡，气泡；[比喻]幻想的计划，无法实现的意念、希望等,泡；水泡；气泡
1469,21,budget,0,n.预算，财政收支状况v做预算，编预算，(for)把……编入预算，按计划花钱,预算；做预算
1470,21,build,0,n.体形，体格，身材，结构vv建造，建设，建立,体形；体格；身材；建造；建设；建立
1471,21,business,0,n.商业，生意，营业额，任务，职责，公事，企业，公司，店铺，商号,商业；生意；职责；企业
1472,21,compress,0,vv压缩，精简，浓缩,压缩
1473,21,comprise,0,v.包含，包括，构成，组成,包括；构成；组成
1474,21,compromise,0,v/n.妥协，折中,妥协；折中
1475,21,conceive,0,v.构想出，设想，想象，怀有【某种感情)；认为;怀（胎),构想出；设想；想象；怀（胎)
1476,21,concentrate,0,v(on)集中，专心，(使)浓缩n.浓缩物,集中；专心
1477,21,concept,0,n.（of)观念，概念,观念；概念
1478,21,conception,0,n.概念，观念，主意，计划，意图，设想，构想，怀孕，受孕,概念；构想
1479,21,concern,0,n.关心，挂念，(利害)关系上t涉及，关系到，关心，挂念,关心；涉及
1480,21,concise,0,adj.简明的，简洁的,简明的；简洁的
1481,21,concrete,0,adj.具体的，确实的n.混凝土用混凝土修筑，浇混凝土,具体的；确实的；混凝土
1482,21,conclude,0,v.结束，终止，断定，下结论;缔结;议定,结束；终止；下结论
1483,21,conclusion,0,"mn结束，终结;结论，推论;绩结,签订",结束；结论；推论
1484,21,concurrent,0,adj.并存的，同时发生的,并存的；同时发生的
1485,21,confer,0,"商谈，商议,授予,冉予",授予；赋予
1486,21,conference,0,n.会议，讨论会,
1487,21,confess,0,v.坦白，承认，慎悔,承认
1488,21,epic,0,adj.具有史诗性质的，史诗般的，壮丽的，宏大的，艰苦卓绝的，漫长而艰难的n.史诗，史诗般的作品，壮举，惊人之举,史诗般的；漫长而艰难的
1489,21,epidemic,0,adj.流行性的，传染的_n.流行病;泛洲，传播,流行性的；泛滥
1490,21,episode,0,n.片断，一段情节;（连续剧的)一集【解】n.（人生的)一段经历,一段经历
1491,21,epoch,0,n.时代，纪元，时期,时代；纪元
1492,21,indifferent,0,adj.，(to)冷淡的，不关心的，不积极的，一般的，平庸的，不偏的，中立的,冷淡的；不关心的；中立的
1493,21,indignant,0,adj.愤怒的，人愤慨的,愤怒的；愤慨的
1494,21,indignation,0,n.愤怒，人愤慨,局慨
1495,21,indispensable,0,adj.（to，for)必不可少的，必需的,必不可少的
1496,21,individual,0,adj.个人的，单独的，独特的，有个性的nm人个人，个体，与众不同的人,个人的；单独的；个人
1497,21,mess,0,混乱，困境，混杂，脏乱履弄脏，弄乱，搞精,混乱；午脏；措乱
1498,21,message,0,n.通讯，消息，信息；启示，要冒，主题思想，寅意v(用电脑、手机等)给…发消息,启示；要自
1499,21,messenger,0,n.送信者，使者，传令兵,送信者
1500,21,method,0,"nn方法，办法，措施，方式;条理,规华",方法；办法
1501,21,militant,0,adj.好战的，积极从事或支持使用武力的，激进的,好战的；激进的
1502,21,military,0,adj.军事的，军用的，军队的n.军队，军方，军人,军事的；军用的，军队的；军队，军方，军人
1503,21,mind,0,n.头脑，心智，精神，智慧，情性，智力;注意力，心思,智力；介意
1504,21,redeem,0,"v.补救,弥补(过失)，掩饰…之不足;挽回影响，改变印象，(尤指基督教的)拖救",弥补；兑现；懂行
1505,21,reduce,0,v.减少，缩小;简化;还原【解】v.使陷入窘境,减少；缩小；简化；使陷入窖境
1506,21,reduction,0,n.沽少，缩小，降低,减少；降低
1507,21,refer,0,v.提到，谈到参考，查阅，询问，查询，提交……仲裁（或处理),提到；参考；查阅
1508,21,reference,0,n.提及，涉及；参考，参照，查阅;参考书目，推荐信（人),提及；涉及；参考；参考书目；推荐信
1509,21,subject,0,n.题目，主题;话题，问题，学科，科目，课程;批评、学习、调查的)对象;adj.（to)受…支配的;(to)易遭受…的，易患…的;需要…的，将会…的,主题；话题；学科；研究（实验)对象；使遭受；受…支配的；易遭受…的
1510,21,subjective,0,adj.主观的，个人的,主观的
1511,21,spoil,0,"v{(spoiling,spoilt或spoiled)损坏，毁掉，破坏…的兴致（或乐趣等)；宠坏，爱",损坏；毁掉；宠坏；尘爱
1512,21,sponsor,0,n.发起者，主办者，保证人，赞助者vt.发起，举办，主办;资助，赞助;倡议，发起,发起；举办；主办；资助；赞助；倡议
1513,21,spread,0,v.伸展，展开，散布，传播;（使)蔓延，扩散，延伸,展开；散布；传播
1514,21,spur,0,vt.促进，激励，睦策_n.靴币，马刺，和刺激，激励，鞭策,促进；激励
1515,21,spy,0,n.间谍，密探v当间谍，刺探，搜集情报，察觉，发现,间谍；密探；搜集情报
1516,21,stability,0,n.稳定（性)，安定（性),稳定（性)
1517,21,stable,0,adj.稳定的，安定的，沉稳的，持重的，可靠的,稳定的
1518,21,staff,0,"n.全体职员,全体雇员;当权的人员，行政人员;全体参谍人员，参谋机构;杆,棒vt.为（某部门)配备人员，担任（某部门的)工作员",全体职员；为（某部门)配备人员；担任（某部门的)工作员
1519,21,stage,0,n.舞台；阶段，时期，步，步又,舞台；阶段；时期
1520,22,twist,0,v/n.抢，搓，绞，拧，曲解，看曲【解】n.转折,看曲；转折
1521,22,trivial,0,adj.琐碎的，不重要的，无价值的,琐碎的；不重要的
1522,22,try,0,v.试图，努力，尝试，试用，试验;审讯，审理,试图；努力；尝试
1523,22,tumble,0,"v.跌倒，滚下,（价格等)暴跌，(权利、地位等)急剧下降，打滚，翻滚n.摔倒，跌跤，暴跌，下降",跌倒；暴跌
1524,22,turbulent,0,adj.骚乱的，动荡的，混乱的，狂暴的;（指空气或水)流动得猛烈而不稳定的,动荡的；混乱的
1525,22,turn,0,【解】n.（（依次轮流时各自的)一次机会,转动；转变
1526,22,turnover,0,n.翻转(物)，翻倒（物)，人员调整，成交量，营业额;(资金等)周转,人员调整
1527,22,type,0,型，类型，风格，铅字，字体，字型v分型，定型，测定…的类型，打字,类型；字体
1528,22,typical,0,adj.（of)典型的，有代表性的,（of)典型的
1529,22,voluntary,0,adj.自愿的，志愿的，义务的,自愿的；志愿的
1530,22,volunteer,0,n.志愿者，自愿参加者v自愿（做)，白愿提供,志愿者；自愿（做)
1531,22,vote,0,n.投票，表决;选票，选票数投票，表决,投票；选票；表决
1532,22,vulgar,0,adj.粗俗的，庸俗的，普通的,粗俗的；庸俗的
1533,22,vulnerable,0,adj.易受攻击的，易受伤的，脆弱的,易受伤的；脆弱的
1534,22,author,0,n.作者，创始人人v写作，撰号，编写,作者；创始人
1535,22,authority,0,n.权力，威信，权威，权威者（人士)，有权威的典籍，（pl.)当局，官方,权力；权威；权威者(人士)；当局；官方
1536,22,auxiliary,0,adj.辅助的，附属的,辅助的
1537,22,avail,0,v.使用某事物，利用某事物，有利于，有助于n.（（一般用于和否定句或疑问句中)效用，利益，帮助,有利于；效用；利益
1538,22,available,0,adj.（（指物)有效的，可利用的;（指人)可会见的，可与之交谈的等【解】n.(（物)可获得的;(人)有空的,可利用的；(物)可获得的;(人)有空的
1539,22,critic,0,n.批评者，批评家，评论家，爱挑吻的人,批评者；批评家；评论家
1540,22,critical,0,adj.批评的，评论的;和危急的，紧要的，关键的，临界的,批评的；关键的
1541,22,criticism,0,"批评,评论",批评；评论
1542,22,criticize,0,"批评,评论",批评；评论
1543,22,crucial,0,adj.决定性的，关键性的,决定性的；关键性的
1544,22,culminate,0,v.达到顶点；（以某种结果)告终;(在某一点)结束,达到顶点;（以某种结果)告终
1545,22,culprit,0,n.罪犯，造成破坏（间题)的人;问题的起因;困难的起源,造成破坏（问题)的人；问题的起因
1546,22,cultivate,0,vt.耕作，和栽培，养殖，培养，磨炼，陶冶,栽培；培养；磨炼
1547,22,culture,0,n.修养，教养;文化，文明,文化；文明
1548,22,dual,0,adj.两部分的，二元的，双重的,两部分的；双重的
1549,22,dubious,0,"adj.引起怀疑的，不确定的;无把握的;怀疑的,犹豫不决的,有问题的，靠不住的",引起怀疑的；怀疑的；犹豫不决的；靠不住的
1550,22,due,0,adj.欠款的，应支付的;应给的，应得的，应有的，适当的，预定的，约定的;期满的，到期的,应给的；适当的
1551,22,durable,0,adj.耐用的，持入的,耐用的；持久的
1552,22,duration,0,n.期间，持续时间,期间；持续时间
1553,22,duty,0,n.义务，责任，职务，职责，税,义务；责任；职责
1554,22,dynamic,0,adj.动力的，电动的，有生气的，朝气莲勃的mn.动力;力学【解】n.（of)(人或事物)相互作用的方式，动态,朝气莲勃的；（of)(人或事物)相互作用的方式；动态
1555,22,extinct,0,adj.（火等)熄灭了的;（生命、希望等)消亡了的;灭绝的,消亡了的；灭绝的
1556,22,extinguish,0,vt.熄灭，扑灭，使消亡，使破灭,扑灭
1557,22,introduce,0,介绍;传入，引进,介绍；引进
1558,22,introduction,0,n.介绍;传入引进，导言，导论，绪论,介绍；引进；导言
1559,22,invest,0,vt.投资，投入,投资
1560,22,investment,0,n.投资，投资额,投资；投资额
1561,22,investigate,0,vv调查，调查研究,调查
1562,22,mutual,0,adj.相互的，彼此的;共同的，共有的,相互的；彼此的；共同的；共有的
1563,22,mysterious,0,adj.神秘的，难以理解的，不可思议的，可疑的,神秘的
1564,22,mystery,0,n.神秘，神秘的事物，侦探小说,神秘
1565,22,myth,0,n.神话，虚构的故事（人或事),神话；虚构的故事（人或事)
1566,22,noble,0,adj.高贵的，贵族的，高尚的mn.（常pl.)贵族,贵族的；高尚的；贵族
1567,22,norm,0,nn标准，定额，定量，规范，行为标准,规范
1568,22,normal,0,adj.正规的，标准的，正常的，普通的,正规的；正常的
1569,22,normalization,0,n.正常化，标准化,正常化；标准化
1570,22,note,0,n.记录，笔记;注释，评注，短信，便条，钞票，纸币v记下，摘下，指出，特别提到;注意，留意,笔记；搬；特别提到；注意
1571,22,notion,0,n.概念，想法，观点;意图,概念；观点
1572,22,public,0,adj.公开的，公共的;平民的，大众的，百姓的_n.平民，百姓，志趣相同的群体,公开的；公共的；大众的；平民；百姓
1573,22,publication,0,n.公布，发表;出版，发行,公布；发表；出版
1574,22,publicity,0,"公众的注意，名声;宣传,宣扬",宣传
1575,22,publish,0,vv公布，发布，出版，刊印,公布；发布；出版
1576,22,result,0,n.结果，成果，成绩。v(in)导致，结果是;(from)起因于，因…而造成,结果；成果；成绩；导致；起因于
1577,22,resultant,0,adj.作为结果而发生的，必然发生的;合成的,作为结果而发生的；合成的
1578,22,resume,0,v（（中断后)重新开始，继续，恢复，重新得到，重新使用n.摘要，概述，概要;简历，履历,（中断后)重新开始；继续；简历；履历
1579,22,reveal,0,vt.显露露闻展现，显示t揭电不,揭露
1580,22,revelation,0,n.揭露，披露，泄露，被暴露的真相，被曝光的秘密:，(上帝的)启示,揭露；被暴露的真相
1581,22,revenge,0,n/v.报仇，复仇,报仇
1582,22,revenue,0,n.财政收入，税收,财政收入；税收
1583,22,supply,0,v\心供应，供给，满足（愿望)，补足nm.供应，供应量,供应；供给；满足；供应量
1584,22,support,0,vt.支撑支持，拥护供养，维持n.支柱，支撑物;支撑，支持,支持
1585,22,suppose,0,vt.料想，猜想，假定，认为;用于祈使句)让，使,猜想；假定；认为
1586,22,suppress,0,沁压制，镇压，禁止，查禁，抑制，阻止……的生长（或发展)，忍住,压制；抑制
1587,22,supplement,0,n.增补，补充，增刊，副刊vt增补，补充,增补；补充；增刊
1588,22,supreme,0,adj.最高的，至上的，最优的，卓越的，极度的，最重要的,至上的；最重要的
1589,22,system,0,n.系统，体系，制度，体制:身体,系统；体系；制度
1590,22,systematic,0,adj.有系统的，有规则的，有组织的,有系统的
1591,22,logic,0,n.逻辑学，逻辑性，推理方法,逻辑学
1592,22,logical,0,adj.逻辑的，符合逻辑的,逻辑的；符合逻辑的
1593,23,rescue,0,vt.营救，救援，搭救n.营救行动,营救；救援；营救行动
1594,23,research,0,n.研究，调查，探索v研究，调查，探讨,研究；调查
1595,23,resent,0,v.避对……表示愤恨，怨恨,对……表示人愤恨；怨恨
1596,23,refresh,0,v.使恢复活力，使振作精神,使恢复活力
1597,23,refute,0,省驱斥，驳倒，否认……的正确性（或真实性),了驳斥；否认……的正确性
1598,23,region,0,n.地区，区域，范转,地区；区域
1599,23,regular,0,adj.有规律的，有规则的;整齐的，匀称的,有规律的
1600,23,regulate,0,vt.管理，控制，为……制订规章，校准，调节,管理；控制；调节
1601,23,regulation,0,"n.规则，规章，调节，调整,校准",规则；规章
1602,23,replace,0,vt.放回，归还，赔还代替，取代，更换,代替；取代；更换
1603,23,reply,0,Vi.回答，答复，以……作答n.回答，答复,回答；答复
1604,23,report,0,n.报告，传阅v报告，汇报，报道,报告；汇报；报道
1605,23,reporter,0,n.报告人，通讯员，记者，报导者,记者
1606,23,reputation,0,n.名声，声望,名声
1607,23,request,0,n./vt.请求，要求,要求
1608,23,require,0,vt.需要，要求，命令,要求
1609,23,requirement,0,n.要求，需要;需要的东西,要求；需要；需要的东西
1610,23,assess,0,vt.估价，评价，评论,评价；评论
1611,23,assimilate,0,v.同化;吸收，消化,同化；吸收
1612,23,assist,0,v.帮助，援助，协助,帮助；协助
1613,23,assistance,0,n.帮助，协助，援助,帮助；援助
1614,23,assistant,0,n.助手，助教,助手
1615,23,assume,0,vt.呈现，具有;承担，担任，假定，假设，假装，装出,呈现；承担；假定；假设
1616,23,assumption,0,n.假定，设想，采取，承担,假定；承担
1617,23,contribute,0,v.捐（款等)，捐献;投（稿);贡献【解】v.是……的原因之一,捐献；贡献；是……的原因之一
1618,23,contribution,0,n.贡献，捐献，捐赠物,贡献
1619,23,controversial,0,adj.引起争论的，有争议的,引起争论的；有争议的
1620,23,controversy,0,"nj委论,辩论",争论
1621,23,control,0,n.（of，over)控制，支配，限制，管制vt.控制，支配,控制；支配；限制
1622,23,convene,0,v.召集，召开（（正式会议);（单独使用的动词)(为正式会议而)聚集，集合,
1623,23,convention,0,n.（（正式)会议，(定期)大会，社会习俗，(对行为、态度等)约定俗成的认可;常规，惯例，公约，协定,大会；社会习俗；惯例；公约；协定
1624,23,converge,0,v.汇合，集中，育会，汇集【解】v.趋同,汇集；趋同
1625,23,convey,0,"此运送，输送，传送;表达,传过",表达；传达
1626,23,domain,0,n.（（知识、活动的)领域，范围，领地，领土，势力范围,领域；范围；领地
1627,23,domestic,0,adj.家庭的，家用的，家务的;国内的，本国的，驯养的,家庭的；家用的；国内的；本国的
1628,23,dominant,0,adj.支配的，统治的，占优势的,支配的
1629,23,dominate,0,v.支配，统治，比…高，俯视，在…中占重要地位,支配；统治
1630,23,doom,0,n.死亡，毁灭，厄运，动数vt.使……注定失败（或死亡),使……注定失败
1631,23,double,0,adj.双的，双倍的v使加倍，翻一番,双倍的；使加倍；翻一番
1632,23,doubt,0,n./v.怀疑,怀疑
1633,23,probe,0,v(into)探索，探查，调查mn.探索，探查，探针，探测器,探查；调查；探测器
1634,23,procedure,0,n.程序，手续，步又,程序；手续；步又
1635,23,proceed,0,vi.（尤指停顿或打断后)继续进行，进行，开展,（尤指停顿或打断后)继续进行；进行
1636,23,proceeding,0,n.行动，进程，(pl.)会议记录，公报;（pl.)诉讼，诉讼程序,
1637,23,process,0,n.过程，进程，工序，制作（加工)方法v加工，处理,过程；工序；加工；处理
1638,23,procession,0,n.队列，行列,队列；行列
1639,23,proclaim,0,vt.宣告，宣布，声明;表明，显示,宣告；宣布；声明；表明
1640,23,produce,0,\已生产，制造，产生，引起，导致，提出;出示，拿出，上演，演出n.产品，(尤指)农产品,生产；制造；引起；导致；(（尤指)农产品
1641,23,product,0,n.产品，产物;（乘)积,产品；产物
1642,23,production,0,n.生产，产量;产品，作品,生产；产量；作品
1643,23,productive,0,adj.能产的，多产的,多产的
1644,23,productivity,0,n.生产率，生产力,生产率；生产力
1645,23,profession,0,n.职业，自由职业，同业，同行,职业；同行
1646,23,professional,0,adj.职业的，专业的;内行的，有经验的nm.自由职业者，专业人员,职业的；专业的；专业人员
1647,23,expand,0,v.扩大，扩展，膨胀,扩大；扩展
1648,23,expansion,0,n.扩张（物)，膨胀（物)；张开，伸展,扩张（物)；膨胀（物)
1649,23,expect,0,v.预期，期望，指户,预期；期望
1650,23,expectation,0,n.预期，期望，指望,预期；期望
1651,23,experience,0,n.经验，经历vt.体验，经历,经验；经历；体验
1652,23,experiment,0,n.试验vi(Con)进行试验,试验；进行试验
1653,23,expert,0,n.专家，能手。adj.专门的，部练的，有经验的,专家；能手；熟练的；有经验的
1654,23,expertise,0,n.专门知识（或技能等)，专长,专门知识；专长
1655,23,expire,0,vi.满期，届期，(期限)终止，呼气，断气，死亡,满期；终止
1656,23,instinct,0,n.本能，直觉，天性,本能；直觉；天性
1657,23,institute,0,n.学会，协会，学院，研究院vt.建立，设立，制定，开始，实行,协会；学院；研究院；建立；制定
1658,23,institution,0,n.（公共)机构，团体，协会，建立，制定【解】n.制度，习俗，惯例,机构；制度；习俗
1659,23,insurance,0,n.保险，保险费，保险业,保险；保险业
1660,23,insure,0,vt.保险，投保，保证，确保,投保；保证；确保
1661,23,integral,0,adj.构成整体所必需的，完整的，整体的,构成整体所必需的
1662,23,integrate,0,v(with，into)（（（使)成为一体，(（使)合并;（使)加入，融入群体，使完全,（使)成为一体；(使)合并;（使)加入；融入群体
1663,23,integrity,0,n.正直，诚实，完整，完全,正直；诚实；完整；完全
1664,24,curious,0,adj.好奇的，稀奇的，奇特的,好奇的；稀奇的；奇特的
1665,24,curiosity,0,n.好奇心,好奇心
1666,24,currency,0,"mn通货，货币，通用,流通",通货；货币
1667,24,current,0,n.电流，潮流，趋势adj.当前的，现在的;通用的，流行的，被普遍接受的,趋势；当前的；通用的；流行的；被普遍接受的
1668,24,cut,0,n.切口，伤口，击，抽，削v剪，切，割，砍，削，削减，删节,伤口；前；切；割；削减
1669,24,cumulative,0,adj.（在力量或重要性方面)聚积的，积累的，渐增的，累计的，昧积的,渐增的；累积的
1670,24,average,0,n.平均数，平均;一般水平，中等水平adj.平均的，平常的，普通的vt.算出……的平均数，平均为（或得到、生产等);平均分担,平均数；平均的；普通的；平均为
1671,24,avoid,0,vt.回避，逃避，避免,回避；避免
1672,24,awake,0,v.醒，觉醒;(希望等)被激起，被唤起;(to)意识到，认识到adj.醒着的;意识到的,觉醒；醒着的
1673,24,award,0,vt.授予（奖品等)n.奖，奖品，奖状,授予；奖；奖品
1674,24,aware,0,adj.(of)知道的，意识到的,知道的；意识到的
1675,24,awkward,0,adj.笨拙的，不灵活的，赤手的，尴众的，使用不便的,笨拙的；不灵活的；求手的；尴傣的
1676,24,extravagant,0,adj.奢侈的，浪费的，过分的，过度的,奢侈的；浪费的
1677,24,extreme,0,adj.极度的，极端的n.极端，最大程度，极度（状态),极度的；极端的；极端；极度
1678,24,invisible,0,adj.看不见的，无形的,看不见的；无形的
1679,24,invoke,0,"v.援引，援用（法律、规则等);（（作为根据)提及,援引;使产生，唤起，引起（感情或想象);求助于（法律)，行使(权利)",援引；提及；使产生
1680,24,involve,0,vt.卷入，陷入，连累;包含，涉及,卷入；包含；涉及
1681,24,issue,0,n.问题，争论点，争端;发行（物)，(报刊)期号,发行；问题；争端；(报刊)期号
1682,24,item,0,n.和条款，项目;物品，物件;（新闻、信息中的)一条，一则,条款；项目；物品
1683,24,overturn,0,v.使某人（（某物)翻转，颠倒，推翻，颠覆,推翻；颠覆
1684,24,overwhelm,0,淆征服，压倒，毁坏，使受不了，使不知所措,压倒；使不知所措
1685,24,purchase,0,v.买，购买n.购买，购买的物品,购买；购买的物品
1686,24,pursue,0,此追赶，中求从事，忙于，经续;纪统,追求；从事；继续
1687,24,pursuit,0,n.（of)追求，寻找;追赶，跟踪，追捕，职业，事业;爱好,（of)追求；追赶；事业；爱好
1688,24,puzzle,0,n.难题，智力玩具，谜，迷惑v使迷惑，使为难，使窘困,难题；使为难
1689,24,reverse,0,adj.相反的，颠倒的;倒退的;背面的，反面的n.相反情况，对立面;反面，背部，逆转，厄运，挫折v（使)颠倒，(使)倒转,(使)颠倒，(使)倒转
1690,24,review,0,vt.回顾，复习，复查，校阅，审核，写评论,回顾；评论；评审
1691,24,revise,0,v.修订，校订，复核，修改，修正，(考试前)复习，温习,修订；修改；修正
1692,24,revive,0,v.苏醒，恢复，复原，复兴，重新流行,苏醒；复原；复兴
1693,24,reward,0,n.(for)报酬，赏金，奖赏vt.(for)奖赏酬谢，报答，奖酬,报酬；奖赏；酬谢
1694,24,rich,0,adj.富的，有钱的，富饶的，肥沃的，(in)充足的，丰富的,富的；有钱的；富饶的；充足的；丰富的
1695,24,rise,0,v(rose，risen)升起，上升;起立，起床，上涨，增高；起源，发生，起义，奋起n.起源，发生，上涨，增高,升起；上升；上涨；增高
1696,24,risk,0,v.忆冒……的风险nm.冒险，风险,风险
1697,24,rival,0,n.竞争者，对手，可以相比的人（（物)此与……竞争，与必太美，与……匹敌，对抗adj竞争的,竞争者；对手；与……娘美；竞争的
1698,24,role,0,n.角色，作用，任务,角色；作用
1699,24,roll,0,v.滚动，滚落，卷，绕，(使)摇几nm一卷，卷形物，面包卷;滚动，打滚,滚动
1700,24,root,0,"n.根，根部，根本，根源【解】vt.（（使)生根,（（使)扎根",根；根部；根本；根源；（使)生根；（使)扎根
1701,24,route,0,n.路线，路程，途径，渠道,路线；路程；途径；渠道
1702,24,routine,0,n.例行公事，常规adj.例行的，常规的,常规；常规的
1703,24,row,0,n.一排，一行，划船，吵冰，和争吵。v.划船，吵闹，争吵,一排，一行；争吵
1704,24,rule,0,"vv统治，控制;支配，裁决，裁定n.,规章，条例，习惯，通例，统治，管辖",支配；裁决；裁定；规章；条例；统治
1705,24,ruler,0,n.统治者，支配者，斥，直尺,
1706,24,surname,0,n.姓,姓
1707,24,surpass,0,v.习超过，优于，强于，胜过,超过；优于；胜过
1708,24,surplus,0,"adj.过剩的，剩余的。n,过剩，剩余，和盈余;顺差",过剩的；剩余的；过剩；盈余；顺差
1709,24,surprise,0,n.话异，惊异;令人吃惊的事物v使族异，使惊异，突然而出人意料地攻击,诈异；惊异；令人吃惊的事物；使证异；使惊异
